date,team,opponent,home_away,outcome,team_score,opponent_score,overtime,games,goals,assists,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,saves,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,gwg,defensive_goals,defensive_assists,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_gc,defensive_goal_app,defensive_ggs,defensive_goalie_min_plyd,defensive_ga,defensive_saves,defensive_shutouts,defensive_combined_sho,defensive_g_wins,defensive_g_loss,defensive_d_saves,defensive_corners,defensive_pk,defensive_pk_att,defensive_gwg,team_id,opponent_id
10/16/2022,Miami (OH) RedHawks,Toledo,Away,Draw,0,0,NA,1,0,0,18,7,13,0,0,0,0,0,90:00:00,0,3,1,0,0,0,0,5,0,0,0,0,0,5,3,11,0,0,0,0,0,90:00:00,0,7,1,0,0,0,0,1,0,0,0,414,709
10/20/2022,Miami (OH) RedHawks,Bowling Green,Away,Loss,0,1,NA,1,0,0,15,4,10,0,0,0,0,0,90:00:00,1,2,0,0,0,0,0,3,0,0,0,1,1,11,3,17,0,3,0,0,0,90:00:00,0,4,1,0,0,0,0,4,0,0,1,414,71
10/23/2022,Miami (OH) RedHawks,NIU,Home,Win,1,0,NA,1,1,1,20,7,9,0,1,0,0,0,90:00:00,0,3,1,0,0,0,0,7,0,0,1,0,0,8,3,7,0,1,0,0,0,90:00:00,1,6,0,0,0,0,0,3,0,0,0,414,503
10/27/2022,Miami (OH) RedHawks,Eastern Mich.,Home,Draw,2,2,NA,1,2,0,18,10,8,0,0,0,0,0,90:00:00,2,6,0,0,0,0,0,3,1,2,0,2,2,19,8,7,0,0,0,0,0,90:00:00,2,8,0,0,0,0,0,1,0,0,0,414,204
10/30/2022,Miami (OH) RedHawks,Ohio,Away,Win,1,0,NA,1,1,2,8,5,12,0,0,0,0,0,90:00:00,0,5,1,0,0,0,0,5,0,0,1,0,0,13,5,9,0,1,0,0,0,90:00:00,1,4,0,0,0,0,0,3,0,0,0,414,519
11/3/2022,Miami (OH) RedHawks,Buffalo,Away,Loss,0,1,NA,1,0,0,7,5,18,0,3,0,0,0,90:00:00,1,6,0,0,0,0,0,1,0,0,0,1,1,13,7,15,0,1,0,0,0,90:00:00,0,5,1,0,0,0,0,4,0,0,1,414,86
8/18/2022,Michigan Wolverines,Washington St.,Home,Win,2,1,NA,1,2,3,5,4,2,0,1,0,0,0,90:00:00,1,8,0,0,0,0,0,3,0,0,1,1,1,17,9,10,0,2,0,0,0,90:00:00,2,2,0,0,0,0,0,5,0,0,0,418,754
8/21/2022,Michigan Wolverines,Butler,Home,Loss,0,1,NA,1,0,0,18,6,16,0,2,0,0,0,90:00:00,1,2,0,0,0,0,0,1,0,0,0,1,0,7,3,8,0,1,0,0,0,90:00:00,0,6,1,0,0,0,0,1,0,0,1,418,87
8/25/2022,Michigan Wolverines,Boston College,Away,Win,1,0,NA,1,1,1,11,5,10,0,0,0,0,0,90:00:00,0,4,1,0,0,0,0,3,0,0,1,0,0,10,4,13,0,1,0,0,0,90:00:00,1,4,0,0,0,0,0,7,0,0,0,418,67
8/28/2022,Michigan Wolverines,Boston U.,Away,Win,6,2,NA,1,6,5,14,7,3,0,0,0,0,0,90:00:00,2,0,0,0,0,0,0,0,0,0,1,2,2,6,2,10,0,0,0,0,0,90:00:00,6,1,0,0,0,0,0,1,0,0,0,418,68
9/1/2022,Michigan Wolverines,Iowa St.,Home,Loss,2,3,NA,1,2,1,15,3,6,0,0,0,0,0,90:00:00,3,0,0,0,0,0,0,5,0,0,0,3,2,6,3,10,0,1,0,0,0,90:00:00,2,1,0,0,0,0,0,7,0,0,1,418,311
9/4/2022,Michigan Wolverines,Central Mich.,Away,Win,7,0,NA,1,7,4,24,13,6,0,0,0,0,0,90:00:00,0,1,1,1,0,0,0,7,0,0,1,0,0,3,1,4,0,0,0,0,0,90:00:00,7,7,0,0,0,0,0,2,0,0,0,418,129
9/8/2022,Michigan Wolverines,Colorado,Home,Draw,1,1,NA,1,1,2,16,7,11,0,2,0,0,0,90:00:00,1,2,0,0,0,0,0,5,0,0,0,1,0,15,3,12,0,1,0,0,0,90:00:00,1,6,0,0,0,0,0,3,1,1,0,418,157
9/11/2022,Michigan Wolverines,Toledo,Away,Win,7,2,NA,1,7,3,35,12,3,1,3,0,0,0,90:00:00,2,6,0,0,0,0,0,5,2,2,1,2,0,9,8,8,0,1,0,0,0,90:00:00,7,5,0,0,0,0,0,1,0,1,0,418,709
9/16/2022,Michigan Wolverines,Maryland,Away,Loss,0,1,NA,1,0,0,9,5,9,0,1,0,0,0,90:00:00,1,3,0,0,0,0,0,3,0,0,0,1,2,10,4,10,0,3,0,0,0,90:00:00,0,5,1,0,0,0,0,2,0,0,1,418,392
9/22/2022,Michigan Wolverines,Ohio St.,Home,Draw,0,0,NA,1,0,0,11,5,11,0,0,0,0,0,90:00:00,0,6,1,0,0,0,0,7,0,0,0,0,0,14,6,11,0,1,0,0,0,90:00:00,0,5,1,1,0,0,0,5,0,0,0,418,518
9/25/2022,Michigan Wolverines,Nebraska,Home,Loss,0,1,NA,1,0,0,8,4,14,0,1,0,0,0,90:00:00,1,5,0,0,0,0,0,2,0,0,0,1,0,18,6,8,0,0,0,0,0,90:00:00,0,4,1,0,0,0,0,9,0,0,1,418,463
9/29/2022,Michigan Wolverines,Minnesota,Away,Win,1,0,NA,1,1,1,9,7,11,0,1,0,0,0,90:00:00,0,3,1,0,0,0,0,7,0,0,1,0,0,7,3,8,0,2,0,0,0,90:00:00,1,6,0,0,0,0,0,7,0,0,0,418,428
10/2/2022,Michigan Wolverines,Iowa,Away,Draw,1,1,NA,1,1,0,18,10,15,0,1,0,0,0,90:00:00,1,5,0,0,0,0,0,4,1,1,0,1,0,12,6,14,1,1,0,0,0,90:00:00,1,9,0,0,0,0,0,4,0,0,0,418,312
10/9/2022,Michigan Wolverines,Michigan St.,Away,Loss,0,2,NA,1,0,0,8,2,13,0,4,0,0,0,90:00:00,2,5,0,0,0,0,0,1,0,0,0,2,3,16,7,11,0,1,0,0,0,90:00:00,0,2,1,0,0,0,0,6,0,0,1,418,416
10/13/2022,Michigan Wolverines,Northwestern,Home,Loss,0,3,NA,1,0,0,12,7,11,0,1,0,0,0,90:00:00,3,6,0,0,0,0,0,4,0,0,0,3,3,14,9,12,0,3,0,0,0,90:00:00,0,7,1,0,0,0,0,9,0,0,1,418,509
10/16/2022,Michigan Wolverines,Penn St.,Away,Loss,0,3,NA,1,0,0,8,4,11,0,1,0,0,0,90:00:00,3,5,0,0,0,0,0,0,0,0,0,3,4,19,8,7,0,0,0,0,0,90:00:00,0,4,1,0,0,0,0,4,0,0,1,418,539
10/20/2022,Michigan Wolverines,Rutgers,Home,Win,3,2,NA,1,3,3,12,7,9,0,1,0,0,0,90:00:00,2,8,0,0,0,0,0,3,0,0,1,2,1,13,10,15,0,2,0,0,0,90:00:00,3,4,0,0,0,0,0,3,0,0,0,418,587
10/23/2022,Michigan Wolverines,Indiana,Home,Loss,0,1,NA,1,0,0,11,4,6,0,1,0,0,0,90:00:00,1,7,0,0,0,0,0,3,0,0,0,1,0,15,8,11,0,0,0,0,0,90:00:00,0,4,1,0,0,0,0,8,0,0,1,418,306
8/18/2022,Michigan St. Spartans,Bowling Green,Away,Win,2,0,NA,1,2,1,17,9,9,0,0,0,0,0,90:00:00,0,4,1,0,0,0,0,9,1,1,1,0,0,7,4,12,0,2,0,0,0,90:00:00,2,7,0,0,0,0,0,3,0,0,0,416,71
8/21/2022,Michigan St. Spartans,Cincinnati,Away,Draw,0,0,NA,1,0,0,10,2,8,0,3,0,0,0,90:00:00,0,1,1,0,0,0,0,8,0,0,0,0,0,5,1,12,0,1,0,0,0,90:00:00,0,2,1,0,0,0,0,1,0,0,0,416,140
8/25/2022,Michigan St. Spartans,Central Mich.,Home,Win,7,0,NA,1,7,6,29,14,10,0,0,0,0,0,90:00:00,0,0,1,1,0,0,0,9,0,0,1,0,0,2,0,6,0,0,0,0,0,90:00:00,7,7,0,0,0,0,0,1,0,0,0,416,129
8/28/2022,Michigan St. Spartans,Binghamton,Home,Win,2,0,NA,1,2,3,27,11,13,0,0,0,0,0,90:00:00,0,1,1,1,0,0,0,5,0,0,1,0,0,2,1,12,0,2,0,0,0,90:00:00,2,9,0,0,0,0,0,0,0,0,0,416,62
9/1/2022,Michigan St. Spartans,Dartmouth,Home,Win,4,1,NA,1,4,3,23,13,7,0,0,0,0,0,90:00:00,1,1,0,0,0,0,0,6,1,2,1,1,1,6,2,10,0,0,0,0,0,90:00:00,4,9,0,0,0,0,0,1,0,0,0,416,172
9/4/2022,Michigan St. Spartans,Arkansas,Away,Loss,0,1,NA,1,0,0,12,3,9,0,3,0,0,0,90:00:00,1,8,0,0,0,0,0,6,0,0,0,1,1,19,9,16,0,3,0,0,0,90:00:00,0,3,1,0,0,0,0,6,0,0,1,416,31
9/8/2022,Michigan St. Spartans,Oakland,Home,Draw,0,0,NA,1,0,0,15,2,12,0,0,0,0,0,90:00:00,0,0,1,0,0,0,0,11,0,0,0,0,0,5,0,10,0,3,0,0,0,90:00:00,0,2,1,1,0,0,0,0,0,0,0,416,514
9/11/2022,Michigan St. Spartans,Colorado,Home,Win,4,2,NA,1,4,3,25,13,12,0,1,0,0,0,90:00:00,2,5,0,0,0,0,0,4,1,1,1,2,3,10,7,11,0,0,0,0,0,90:00:00,4,9,0,0,0,0,0,1,0,0,0,416,157
9/18/2022,Michigan St. Spartans,Illinois,Away,Win,3,0,NA,1,3,4,18,11,7,0,2,0,0,0,90:00:00,0,4,1,0,0,0,0,7,0,0,1,0,0,12,4,8,0,1,0,0,0,90:00:00,3,8,0,0,0,0,0,1,0,0,0,416,301
9/22/2022,Michigan St. Spartans,Iowa,Home,Draw,0,0,NA,1,0,0,7,4,14,0,2,0,0,0,90:00:00,0,5,1,0,0,0,0,2,0,0,0,0,0,10,5,13,0,1,0,0,0,90:00:00,0,4,1,0,0,0,0,1,0,0,0,416,312
9/25/2022,Michigan St. Spartans,Purdue,Home,Win,3,1,NA,1,3,2,19,7,11,0,1,0,0,0,90:00:00,1,3,0,0,0,0,0,6,0,0,1,1,2,9,4,8,0,0,0,0,0,90:00:00,3,4,0,0,0,0,0,4,0,0,0,416,559
9/29/2022,Michigan St. Spartans,Penn St.,Away,Win,2,1,NA,1,2,3,8,5,16,0,4,0,0,0,90:00:00,1,7,0,0,0,0,0,6,0,0,1,1,0,16,8,7,0,1,0,0,0,90:00:00,2,3,0,0,0,0,0,9,0,0,0,416,539
10/2/2022,Michigan St. Spartans,Maryland,Away,Win,4,0,NA,1,4,4,19,11,3,0,0,0,0,0,90:00:00,0,1,1,0,0,0,0,7,0,0,1,0,0,4,1,9,0,1,0,0,0,90:00:00,4,7,0,0,0,0,0,2,0,0,0,416,392
10/9/2022,Michigan St. Spartans,Michigan,Home,Win,2,0,NA,1,2,3,16,7,11,0,1,0,0,0,90:00:00,0,2,1,0,0,0,0,6,0,0,1,0,0,8,2,13,0,4,0,0,0,90:00:00,2,5,0,0,0,0,0,1,0,0,0,416,418
10/13/2022,Michigan St. Spartans,Indiana,Home,Win,1,0,NA,1,1,2,15,6,9,0,0,0,0,0,90:00:00,0,3,1,0,0,0,0,1,0,0,1,0,0,4,3,11,0,0,0,0,0,90:00:00,1,5,0,0,0,0,0,1,0,0,0,416,306
10/16/2022,Michigan St. Spartans,Northwestern,Away,Win,2,1,NA,1,2,1,12,6,11,0,3,0,0,0,90:00:00,1,2,0,0,0,0,0,5,0,0,1,1,0,8,3,12,0,1,0,0,0,90:00:00,2,4,0,0,0,0,0,4,1,1,0,416,509
10/20/2022,Michigan St. Spartans,Ohio St.,Away,Win,1,0,NA,1,1,0,20,9,9,0,2,0,0,0,90:00:00,0,3,1,0,0,0,0,4,0,0,1,0,0,15,3,12,0,1,0,0,0,90:00:00,1,8,0,0,0,0,0,3,0,0,0,416,518
10/23/2022,Michigan St. Spartans,Rutgers,Home,Win,1,0,NA,1,1,0,11,3,18,0,2,0,0,0,90:00:00,0,3,1,0,0,0,0,5,0,0,1,0,0,8,3,7,0,2,0,0,0,90:00:00,1,2,0,0,0,0,0,5,0,0,0,416,587
10/30/2022,Michigan St. Spartans,Minnesota,Home,Win,2,1,NA,1,2,3,11,4,12,0,2,0,0,0,90:00:00,1,3,0,0,0,0,0,7,0,0,1,1,1,9,4,11,0,0,0,0,0,90:00:00,2,2,0,0,0,0,0,5,0,0,0,416,428
11/3/2022,Michigan St. Spartans,"Nebraska Columbus, OH",Away,Win,2,1,NA,1,2,2,9,6,16,0,0,0,0,0,90:00:00,1,5,0,0,0,0,0,3,0,0,1,1,1,13,6,14,0,0,0,0,0,90:00:00,2,4,0,0,0,0,0,5,0,0,0,416,463
11/6/2022,Michigan St. Spartans,"Penn St. Columbus, OH",Away,Loss,2,3,NA,1,2,0,11,3,5,0,0,0,0,0,90:00:00,3,1,0,0,0,0,0,6,0,0,0,3,6,9,4,3,0,0,0,0,0,90:00:00,2,2,0,0,0,0,0,7,0,1,1,416,539
11/11/2022,Michigan St. Spartans,Milwaukee,Home,Win,3,2,2,1,3,3,30,15,15,0,2,0,0,0,110:00:00,2,2,0,0,0,0,0,6,0,0,1,2,3,6,4,15,0,2,0,0,0,110:00:00,3,12,0,0,0,0,0,0,0,0,0,416,797
11/18/2022,Michigan St. Spartans,"TCU South Bend, IN",Away,Loss,0,1,NA,1,0,0,17,6,17,0,1,0,0,0,90:00:00,1,2,0,0,0,0,0,8,0,0,0,1,1,6,3,11,0,2,0,0,0,90:00:00,0,6,1,0,0,0,0,3,0,0,1,416,698
8/19/2022,Middle Tenn. Blue Raiders,North Florida,Away,Loss,0,1,NA,1,0,0,7,1,7,0,0,0,0,0,90:00:00,1,4,0,0,0,0,0,4,0,0,0,1,2,12,5,13,0,0,0,0,0,90:00:00,0,1,1,1,0,0,0,9,0,0,1,419,2711
8/25/2022,Middle Tenn. Blue Raiders,Ole Miss,Home,Loss,0,4,NA,1,0,0,9,4,6,0,1,0,0,0,90:00:00,4,6,0,0,0,0,0,1,0,0,0,4,6,17,10,9,0,1,0,0,0,90:00:00,0,4,1,0,0,0,0,9,0,1,1,419,433
8/28/2022,Middle Tenn. Blue Raiders,Belmont,Away,Draw,1,1,NA,1,1,1,9,6,5,0,1,0,0,0,90:00:00,1,5,0,0,0,0,0,4,0,0,0,1,0,13,6,9,0,0,0,0,0,90:00:00,1,5,0,0,0,0,0,6,0,0,0,419,14927
9/2/2022,Middle Tenn. Blue Raiders,Mississippi Val.,Home,Win,3,0,NA,1,3,3,31,14,9,0,0,0,0,0,90:00:00,0,2,1,1,0,0,0,5,1,1,1,0,0,2,2,7,0,0,0,0,0,90:00:00,3,11,0,0,0,0,0,0,0,0,0,419,432
9/4/2022,Middle Tenn. Blue Raiders,Austin Peay,Home,Win,3,1,NA,1,3,3,10,5,14,0,1,0,0,0,90:00:00,1,2,0,0,0,0,0,2,0,1,1,1,1,19,3,7,0,0,0,0,0,90:00:00,3,2,0,0,0,0,0,5,0,0,0,419,43
9/8/2022,Middle Tenn. Blue Raiders,Tennessee Tech,Home,Loss,1,3,NA,1,1,1,18,8,5,0,0,0,0,0,90:00:00,3,3,0,0,0,0,0,6,0,0,0,3,4,8,5,8,0,1,0,0,0,90:00:00,1,7,0,0,0,0,0,3,0,0,1,419,692
9/11/2022,Middle Tenn. Blue Raiders,Vanderbilt,Home,Loss,0,4,NA,1,0,0,5,4,9,0,0,0,0,0,90:00:00,4,1,0,0,0,0,0,3,0,0,0,4,3,15,5,9,0,0,0,0,0,90:00:00,0,4,1,0,0,0,0,5,0,0,1,419,736
9/18/2022,Middle Tenn. Blue Raiders,UAB,Away,Loss,1,2,NA,1,1,1,6,4,14,0,2,0,0,0,90:00:00,2,2,0,0,0,0,0,2,0,0,0,2,2,11,4,9,0,1,0,0,0,90:00:00,1,3,0,0,0,0,0,5,0,0,1,419,9
9/22/2022,Middle Tenn. Blue Raiders,North Texas,Home,Loss,0,3,NA,1,0,0,7,2,10,0,0,0,0,0,90:00:00,3,7,0,0,0,0,0,3,0,0,0,3,3,25,10,15,0,1,0,0,0,90:00:00,0,2,1,0,0,0,0,10,0,0,1,419,497
10/2/2022,Middle Tenn. Blue Raiders,Western Ky.,Home,Draw,1,1,NA,1,1,1,7,2,9,0,0,0,0,0,90:00:00,1,7,0,0,0,0,0,0,0,0,0,1,0,11,8,17,0,2,0,0,0,90:00:00,1,1,0,0,0,0,0,3,0,0,0,419,772
10/6/2022,Middle Tenn. Blue Raiders,Charlotte,Away,Draw,1,1,NA,1,1,2,12,4,8,0,1,0,0,0,90:00:00,1,4,0,0,0,0,0,1,0,0,0,1,2,9,5,16,1,6,0,0,0,90:00:00,1,3,0,0,0,0,0,7,0,0,0,419,458
10/9/2022,Middle Tenn. Blue Raiders,Louisiana Tech,Home,Loss,3,4,NA,1,3,2,18,9,4,0,2,0,0,0,90:00:00,4,6,0,0,0,0,0,5,1,1,0,4,3,18,9,9,0,0,0,0,0,90:00:00,3,6,0,0,0,0,0,4,0,0,1,419,366
10/13/2022,Middle Tenn. Blue Raiders,UTSA,Away,Loss,0,4,NA,1,0,0,2,1,5,0,2,0,0,0,90:00:00,4,2,0,0,0,0,0,0,0,0,0,4,7,13,6,14,0,1,0,0,0,90:00:00,0,1,1,0,0,0,0,4,0,0,1,419,706
10/16/2022,Middle Tenn. Blue Raiders,UTEP,Away,Loss,0,2,NA,1,0,0,9,3,3,0,0,0,0,0,90:00:00,2,5,0,0,0,0,0,2,0,0,0,2,2,10,7,6,0,2,0,0,0,90:00:00,0,3,1,0,0,0,0,4,0,0,1,419,704
10/23/2022,Middle Tenn. Blue Raiders,Fla. Atlantic,Home,Loss,0,3,NA,1,0,0,3,1,7,0,0,0,0,0,90:00:00,3,3,0,0,0,0,0,0,0,0,0,3,3,12,6,11,0,1,0,0,0,90:00:00,0,1,1,1,0,0,0,6,0,0,1,419,229
10/26/2022,Middle Tenn. Blue Raiders,Rice,Home,Loss,1,3,NA,1,1,2,9,5,12,0,0,0,0,0,90:00:00,3,3,0,0,0,0,0,1,0,0,0,3,1,16,6,13,0,1,0,0,0,90:00:00,1,4,0,0,0,0,0,9,1,1,1,419,574
10/29/2022,Middle Tenn. Blue Raiders,FIU,Away,Loss,0,3,NA,1,0,0,10,4,3,0,1,0,0,0,90:00:00,3,2,0,0,0,0,0,3,0,0,0,3,1,12,5,9,0,2,0,0,0,90:00:00,0,4,1,0,0,0,0,2,0,0,1,419,231
8/18/2022,Milwaukee Panthers,Wake Forest,Away,Loss,0,2,NA,1,0,0,8,2,7,0,0,0,0,0,90:00:00,2,8,0,0,0,0,0,4,0,0,0,2,3,21,10,7,0,1,0,0,0,90:00:00,0,2,1,0,0,0,0,4,0,0,1,797,749
8/25/2022,Milwaukee Panthers,Marquette,Away,Win,1,0,NA,1,1,1,11,3,11,0,2,0,0,0,90:00:00,0,6,1,0,0,0,0,2,0,0,1,0,0,11,6,11,0,1,0,0,0,90:00:00,1,2,0,0,0,0,0,4,0,0,0,797,387
8/28/2022,Milwaukee Panthers,Lindenwood,Home,Win,2,0,NA,1,2,1,31,13,16,0,1,0,0,0,90:00:00,0,1,1,0,0,0,0,12,1,1,1,0,0,4,1,16,0,3,0,0,0,90:00:00,2,11,0,0,0,0,0,1,0,0,0,797,30136
9/2/2022,Milwaukee Panthers,Western Ill.,Away,Draw,0,0,NA,1,0,0,21,4,6,0,3,0,0,0,90:00:00,0,3,1,0,0,0,0,11,0,0,0,0,0,8,3,11,0,2,0,0,0,90:00:00,0,4,1,0,0,0,0,2,0,0,0,797,771
9/4/2022,Milwaukee Panthers,Illinois St.,Away,Win,3,2,NA,1,3,1,21,9,12,0,0,0,0,0,90:00:00,2,0,0,0,0,0,0,8,0,0,1,2,3,4,2,19,1,3,0,0,0,90:00:00,3,7,0,0,0,0,0,1,0,0,0,797,299
9/8/2022,Milwaukee Panthers,Wisconsin,Away,Loss,2,3,NA,1,2,4,9,4,5,0,0,0,0,0,90:00:00,3,4,0,0,0,0,0,5,0,0,0,3,3,11,7,8,0,0,0,0,0,90:00:00,2,2,0,0,0,0,0,5,0,0,1,797,796
9/15/2022,Milwaukee Panthers,Wright St.,Away,Loss,2,3,NA,1,2,3,20,10,5,0,0,0,0,0,90:00:00,3,4,0,0,0,0,0,9,0,1,0,3,2,9,7,14,0,1,0,0,0,90:00:00,2,8,0,0,0,0,0,4,0,0,1,797,810
9/18/2022,Milwaukee Panthers,Robert Morris,Home,Win,9,1,NA,1,9,10,34,17,15,0,2,0,0,0,90:00:00,1,4,0,0,0,0,0,6,1,1,1,1,0,11,5,7,0,3,0,0,0,90:00:00,9,8,0,0,0,0,0,4,0,0,0,797,579
9/22/2022,Milwaukee Panthers,Cleveland St.,Home,Win,1,0,NA,1,1,1,18,9,12,0,0,0,0,0,90:00:00,0,7,1,0,0,0,0,5,0,0,1,0,0,10,7,11,0,0,0,0,0,90:00:00,1,8,0,0,0,0,0,4,0,0,0,797,148
9/25/2022,Milwaukee Panthers,Youngstown St.,Away,Draw,1,1,NA,1,1,1,15,11,6,0,0,0,0,0,90:00:00,1,1,0,0,0,0,0,2,0,0,0,1,1,8,2,12,0,1,0,0,0,90:00:00,1,10,0,0,0,0,0,1,0,0,0,797,817
10/1/2022,Milwaukee Panthers,Purdue Fort Wayne,Away,Draw,0,0,NA,1,0,0,16,6,13,0,1,0,0,0,90:00:00,0,1,1,0,0,0,0,9,0,0,0,0,0,2,1,11,0,2,0,0,0,90:00:00,0,6,1,0,0,0,0,2,0,0,0,797,308
10/6/2022,Milwaukee Panthers,IUPUI,Home,Win,3,0,NA,1,3,3,24,11,8,0,0,0,0,0,90:00:00,0,3,1,0,0,0,0,8,0,0,1,0,0,8,3,9,0,1,0,0,0,90:00:00,3,8,0,0,0,0,0,2,0,0,0,797,2699
10/13/2022,Milwaukee Panthers,Detroit Mercy,Home,Win,4,0,NA,1,4,6,21,9,12,0,0,0,0,0,90:00:00,0,5,1,0,0,0,0,9,1,1,1,0,0,13,5,13,0,2,0,0,0,90:00:00,4,5,0,0,0,0,0,3,0,0,0,797,184
10/16/2022,Milwaukee Panthers,Northern Ky.,Away,Win,3,1,NA,1,3,3,21,13,6,0,0,0,0,0,90:00:00,1,2,0,0,0,0,0,8,0,1,1,1,0,7,3,9,0,1,0,0,0,90:00:00,3,10,0,0,0,0,0,6,1,1,0,797,505
10/22/2022,Milwaukee Panthers,Oakland,Home,Win,1,0,NA,1,1,2,16,9,11,0,0,0,0,0,90:00:00,0,4,1,0,0,0,0,4,0,0,1,0,0,13,4,8,0,2,0,0,0,90:00:00,1,8,0,0,0,0,0,4,0,0,0,797,514
10/26/2022,Milwaukee Panthers,Green Bay,Away,Win,1,0,NA,1,1,1,34,14,6,0,1,0,0,0,90:00:00,0,3,1,0,0,0,0,5,0,0,1,0,0,5,3,2,0,0,0,0,0,90:00:00,1,13,0,0,0,0,0,1,0,0,0,797,794
11/3/2022,Milwaukee Panthers,IUPUI,Home,Win,3,1,NA,1,3,3,19,11,12,0,1,0,0,0,90:00:00,1,4,0,0,0,0,0,11,0,0,1,1,0,7,4,17,0,1,0,0,0,90:00:00,3,8,0,0,0,0,0,1,0,0,0,797,2699
11/5/2022,Milwaukee Panthers,Youngstown St.,Home,Win,1,0,NA,1,1,2,18,7,8,0,0,0,0,0,90:00:00,0,3,1,0,0,0,0,4,0,0,1,0,0,8,3,7,0,0,0,0,0,90:00:00,1,6,0,0,0,0,0,1,0,0,0,797,817
11/11/2022,Milwaukee Panthers,Michigan St.,Away,Loss,2,3,2,1,2,3,6,4,15,0,2,0,0,0,110:00:00,3,12,0,0,0,0,0,0,0,0,0,3,3,30,15,15,0,2,0,0,0,110:00:00,2,2,0,0,0,0,0,6,0,0,1,797,416
8/18/2022,Minnesota Golden Gophers,Baylor,Away,Draw,1,1,NA,1,1,0,9,5,6,0,1,0,0,0,90:00:00,1,1,0,0,0,0,0,3,0,0,0,1,1,5,2,5,0,0,0,0,0,90:00:00,1,4,0,0,0,0,0,5,0,0,0,428,51
8/21/2022,Minnesota Golden Gophers,TCU,Away,Loss,1,2,NA,1,1,1,8,4,16,0,0,0,0,0,90:00:00,2,5,0,0,0,0,0,2,0,1,0,2,0,13,7,10,0,0,0,0,0,90:00:00,1,3,0,0,0,0,0,15,0,1,1,428,698
8/25/2022,Minnesota Golden Gophers,Cal Poly,Home,Loss,0,1,NA,1,0,0,19,5,8,0,0,0,0,0,90:00:00,1,2,0,0,0,0,0,6,0,0,0,1,1,9,3,9,0,0,0,0,0,90:00:00,0,5,1,0,0,0,0,0,0,0,1,428,90
8/28/2022,Minnesota Golden Gophers,Mississippi St.,Away,Loss,0,1,NA,1,0,0,8,1,11,0,0,0,0,0,90:00:00,1,2,0,0,0,0,0,4,0,0,0,1,2,7,3,12,0,0,0,0,0,90:00:00,0,1,1,0,0,0,0,4,0,0,1,428,430
9/1/2022,Minnesota Golden Gophers,Drake,Home,Win,4,0,NA,1,4,3,20,9,7,0,0,0,0,0,90:00:00,0,1,1,0,0,0,0,12,0,0,1,0,0,6,1,7,0,0,0,0,0,90:00:00,4,5,0,0,0,0,0,1,0,0,0,428,189
9/4/2022,Minnesota Golden Gophers,North Dakota,Away,Win,3,1,NA,1,3,6,18,9,7,0,0,0,0,0,90:00:00,1,2,0,0,0,0,0,11,0,0,1,1,2,4,3,14,0,0,0,0,0,90:00:00,3,6,0,0,0,0,0,3,0,0,0,428,494
9/8/2022,Minnesota Golden Gophers,Omaha,Home,Win,2,0,NA,1,2,2,23,10,10,0,0,0,0,0,90:00:00,0,1,1,0,0,0,0,12,0,0,1,0,0,1,1,9,0,0,0,0,0,90:00:00,2,8,0,0,0,0,0,2,0,0,0,428,464
9/11/2022,Minnesota Golden Gophers,Marquette,Home,Win,3,0,NA,1,3,1,14,7,13,0,0,0,0,0,90:00:00,0,2,1,0,0,0,0,11,1,1,1,0,0,5,2,11,0,0,0,0,0,90:00:00,3,4,0,0,0,0,0,1,0,0,0,428,387
9/16/2022,Minnesota Golden Gophers,Nebraska,Away,Loss,0,1,NA,1,0,0,7,2,7,0,0,0,0,0,90:00:00,1,4,0,0,0,0,0,3,0,0,0,1,2,13,5,13,0,0,0,0,0,90:00:00,0,2,1,0,0,0,0,5,0,0,1,428,463
9/22/2022,Minnesota Golden Gophers,Indiana,Home,Win,3,0,NA,1,3,3,10,5,9,0,1,0,0,0,90:00:00,0,2,1,0,0,0,0,10,0,0,1,0,0,2,2,11,0,1,0,0,0,90:00:00,3,2,0,0,0,0,0,3,0,0,0,428,306
9/25/2022,Minnesota Golden Gophers,Northwestern,Home,Loss,1,2,NA,1,1,1,9,5,9,0,2,0,0,0,90:00:00,2,5,0,0,0,0,0,6,0,0,0,2,2,8,7,9,0,0,0,0,0,90:00:00,1,4,0,0,0,0,0,3,0,0,1,428,509
9/29/2022,Minnesota Golden Gophers,Michigan,Home,Loss,0,1,NA,1,0,0,7,3,8,0,2,0,0,0,90:00:00,1,6,0,0,0,0,0,7,0,0,0,1,1,9,7,11,0,1,0,0,0,90:00:00,0,3,1,0,0,0,0,7,0,0,1,428,418
10/2/2022,Minnesota Golden Gophers,Wisconsin,Away,Loss,1,2,NA,1,1,1,12,8,15,0,3,0,0,0,90:00:00,2,0,0,0,0,0,0,8,0,0,0,2,2,3,2,6,0,0,0,0,0,90:00:00,1,7,0,0,0,0,0,3,0,0,1,428,796
